text,label
ຊາດ ສາດສະໜາມະຫາໄລ ສັບພະ,positive
ກາກ,negative
ລາວ ລືມ,neutral
ບັກ ວາດ ຢາກ ເຂົ້າໄປ ແຈມ ນຳ,neutral
ຊື້ ບໍ ບານ,neutral
ຢ່າ ລືມ ເຮັດ ເຈ້ຍ ຍົກຍ້າຍ ຊາວ ໝຸ່ມ ເດີ,neutral
ເອົາ ເງີນ ທ້ອນ ມາເລີຍ,neutral
ມັນ ເຂົ້າມາ ບ້ານ,neutral
ດຽວ ທາງ ຈະຮີບ ດຳເນີນ ງານ,positive
ແຖວ ໜ້າ ບ້ານ,neutral
ປະກາດ ຕາມ ຫາ ຄົນ ຫາຍ ຕອນ ທາງ ຄອບຄົວ ເພີ່ນ ເປັນຫ່ວງ ແຮງ ຖ້າ ໃຜ ພົບ ເຫັນ ກະລຸນາ ຕິດຕໍ່ ເບີ,neutral
ເຈນາຍ ເອົາມາຈາກ ໄຫ ນ,neutral
ເຮີຍ ກູ ວ່າ ແມ່ນ ລະ,neutral
ມຶງ ຕ້ອງ ໃສ່ ດິ ວະ,negative
ງາມ ໂຫດ,positive
ສຸກສັນ ປີໃໝ່ ຄົນ,positive
ຂໍ ປີ ດີ ດີ,positive
ຂໍ ໃຫ້ມີ ຄວາມສຸກກາຍ ສະບາຍໃຈ,positive
ຂໍ ໃຫ້ມີ ສຸຂະພາບ ແຂງແຮງ ຂື້ນ ເລື້ອຍໆ,positive
ຂໍ ໃຫ້ມີ ໂຊກ ມີ ລາບ,positive
ຂໍ ໃຫ້ການງານດີ ຂື້ນ ໆ,positive
ຂໍ ລ້ຳ ໆ ລວຍ ໆ,positive
ສະບາຍດີ ປີໃຫມ່ ສາກົນ ເດີ້,positive
ຕື່ນແຕ່ເຊົ້າ ເລີ່ມ ຕົ້າ ປີ ເອົາ ເງີນ ເດືອນ ເດີ,positive
ປີ ໃຫ ່ມ ກະ ໂສດ ຄືເກົ່າ ເດີ,negative
ຈັດ ນ້ອງ ດາດ້າ ສຸດ ງາມ ຈຸງ ເຕີມ,positive
ໂຕໂຕ້ ວຽງ ບໍລິການລ້າງ ຫ້ອງ ຫຸ້ນ ສວ່ນ ເຊ່ຍ ເນັ່ງ ບໍລິການ,positive
ເຊ່ຍ ເນັ່ງ ຮັບ ເໝົາ ລ້າງ ຫ້ອງ ອານາໄມ ຄົບ ວົງຈອນ ໃຜ ກິນ ເບຍ ແລ້ວແຕ່ ເມົາ ຄ້າງ ສົນໃຈ ບໍ ລີ ການໄດ້ ເດີ,positive
ໃຜ ຕື່ນ ລົງ ເອົາເງິນເດືອນ ເດີ,positive
ຟັງ ບໍ່ຮູ້ເລື່ອງ,negative
ນ້ອງ ຂໍ ອະນຸຍາດ ກຸ່ມ ໝຶກ ກຸບ ໝ່າ ລ່າ ຖົງ ລະດົ້ງ,neutral
ໃຜ ມີແຈ່ວ ຂາຍ ແນ່,neutral
ມີ ເຫຼົ້າ ກົງ ສະເດັນ ຄ້າງ ສາງ ແກ້ວນ້ອຍ ໃຜ ສົນໃຈ ທັກ ເດີ,neutral
ອ້າຍ ນ້ອງ ໃໍຊ້ ໄຟ ກຽມ ຮັບ ຊັບ ເດີ,negative
ນ້ອງ ເຫັນ ມີ ລົດ ນ້ຳມັນ ຮົ່ວ ຄ້າຍ ໆ ລົດ ເອັມ ແນ່ໃຈ ແມ່ນ ລົດ ໃຜ ລົງ ເບິ່ງ ແນ່ ເດີ,negative
ຂໍ ຖາມ ແດ່ ອ້າຍ ນ້ອງ ມີ ໃຜ ຂາຍ ເສັ້ນ ເຂົ້າປຽກ,neutral
ສະບາຍດີ ເດືອນທັນວາ,neutral
ຜ້າແພ ຕາກະ ໂລ ອ້າຍ ລຳ ມະໂນ ມີ ໃຜ ເຫັນ ບໍ,neutral
ທີ ໃຜ ເຫັນ ຖົງ ຜ້າແພ ຕາກະ ໂລບໍ,neutral
ອຸປະກອນ ສະມາຊິກ ໃດ໋ ລົງມາ ເອົາ ແດ່ ເດີ,neutral
ຂໍ ແຮງງານ ອ້າຍ ນ້ອງຊາຍ,neutral
ປະໄວ້ ຈ້ອງ ໃຫຍ່ ເນີ ຖ້າ ຕ້ອງການລົງມາ ເອົາເລີຍ ເດີ,positive
ມື້ອື່ນ ເດີ ອ້າຍ ຈັງ ວ່າກັນ,neutral
ສອງ ຄົ້ນ ຍັງບໍ່ທັນໃດ ້ ຂໍ ໄບ ຍົກຍ້າຍ ຊາວໜຸ່ມ ໂຮງຮຽນ,neutral
ອ້າຍ ລອງ ຖາມ ເກົ່າ ເບີ່ງ,neutral
ບາງ ສ່ວນ ກະເຈົ້າ ້ ສົ່ງ ເ ເນ ່ເ ເລ້ວ,neutral
ເງີນ ນ້ອງ ເກັບ ້ເ ເລ້ວ ເດີ,neutral
ນ້ອງ ຄີດ ວ່າມື້ນີ້ມີ ຮຽນ ເ ເທ ້ ລະ ບໍ່ມີນ້ອງ ເລີຍ ຊິນອນ ຕໍ່,positive
ອ້າຍ ຮູ້ ຮ້ານ ເ ເປ ງ ໂທລະສັບ ບໍ,neutral
ລຸ້ນ ວີ ໂວ ອ້າຍ ວ່າ ຮອດ ລ້ານ ບໍ,neutral
້ ເລີຍ ບໍ,neutral
ຮຽນ ຫ້ອງ ກະໄດ້,neutral
ຂໍ ທະນາຄານ ງ່າຍ ໆ ຫຍຸ້ງຍາກ,neutral
ຍີນ ວ່າ ສາມາດ ຊື້ ທືວຽ້ນ ້,neutral
ຕອນ ເ ເລງ ຈັດງານ ຮ້ານ ໄດ ເກາະ,neutral
ກຸ່ມ ເ ເບ ັກ ຄົວ ນະ ອ້າຍ ບໍ່ໄດ້ ບໍ,neutral
ເຂົາ ຄືບໍ່ ໄຫ້ ລາຍລະອຽດ ເ ເຈ້ງ ໆ ເ ເນ ່,negative
ຍ່າງ ໄປໃສ ຄົນ ດຽວ,neutral
ຫໍພັກ ຄົນ ຫວຽດ ບໍ,neutral
ຂອບໃຈ ຫລາຍ ໆ,positive
ເຫັນ ຢູ່ໃສ,neutral
ດຽວ ຫວຽດ ແລ້ງ ຊິ ລ້ຽງ ເຂົ້າ ເດີ້,positive
ເອົາ ຫມວດ ມານຳ ຕີ້,neutral
ມື້ ນິ ເມືອ ຍ ໆ ແນ່ ມື້ອື່ນ ຄືຊິ ຕື່ນ ສວຍ,neutral
ກິນເຂົ້າ ລະ,neutral
ຮັບປະກັນ ສິນຄ້າ ງາມ ຕົງ ປົກ,positive
ເອື້ອຍ ຮັບ ເງິນ ຄັງ ຊາວໜຸ່ມ ຊຸດ ເກົ່າ ຈຳນວນ ເງິນ ເດີ້,positive
ມື້ອື່ນ ກາມີ ຮຽນ,neutral
ໂອ ເຄ ຄ,neutral
ໝໍ້ ມີ ບັນຫາ ໃຊ່ ງານ ບໍ່ໄດ້,neutral
ໄດ້ມາກິນເຂົ້າ ບໍ,neutral
ກຳລັງຈະ ອອກໄປ,neutral
ຖ້າ ຢູ່ໜ້າ ຫໍ ເລີຍ ຍຍ,positive
ດ໋ຽວວ ອອກໄປ,neutral
ການຈັດ ສົ່ງ ໄວ ການຫຸ້ມຫໍ່ ແຂງແຮງ ບໍ່ໄດ້ ກວດ ເບິ່ງ ສິນຄ້າ ຢ່າງ ລະອຽດ ເທື່ອ ຫວັງ ວ່າມັນ ຈະດີ,positive
ພ້ອມ ກະເປົ໋າ ຫມີ ເບິ່ງ ແລ້ວຍັງ ຮູ້ ຖ້າ ຕິດ ມັນ ກັບປາຍ ສາຍ ສະອາດ ມັນ ຄົງ ຖືກ ປ້ອງກັນ,positive
ກ ຣະ ຈຸກ ກ ຣະ ຈິກ,negative
ກ ຣະ ດານ,negative
ແກ່,negative
ເກິ ນ,negative
ຂວາງ ໂຼກ,negative
ຂຸ່ນ,negative
ໂງ່,negative
ຈັງ ໄລ,negative
ເຈືອ,negative
ເຈືອຈາງ,negative
ຕ່ຳ,negative
ຊົວ,negative
ຊູ້ສາວ,negative
ຊ້ຳ,negative
ຊຳ ຊ້ອນ,negative
ດຸດັນ,negative
ຕກ ມ້າ ຕາ ຢ,negative
ເບື່ອ,negative
ຕາຂາວ,negative
ຊະງັດ,negative
ຊູ້ສາວ,negative
ຊໍ້າ ໍ ຊອນ,negative
ທຳຮ້າຍ,negative
ຕາຂາວ,negative
ຕ່ຳ,negative
ຕ່ຳຕ້ອຍ,negative
ຕິດເຊື້ອ,negative
ເບື່ອ,negative
ປາກ ເສຍ,negative
ປາກ ຫມາ,negative
ປາຣາ ຊິກ,negative
ຜິດ,negative
ຜິດຫວັງ,negative
ພີ,negative
ຟກ,negative
ແພງ,negative
ຟາງ,negative
ແຟບ,negative
ມັວ ຫມອງ,negative
ຢັບ,negative
ຢືດ,negative
ຢຸ່ງເຫຢິງ,negative
ໂຢ້,negative
ຣັດ ກຸມ,negative
ຣິ ບ,negative
ຣຸນ ແຣງ,negative
ວ່າ ຢາກ,negative
ວິ ປ ໂຢ ຄ,negative
ວິ ປ ຣະ ໂຢ ຄ,negative
ວິເວກ,negative
ສຼັວ,negative
ສວກ,negative
ສວະ,negative
ສະ ເ ຫຼ ່ ອ,negative
ສັ້ນ,negative
ສັນຫຼັງ ຢາ ວ,negative
ສັບ ປຼັ ບ,negative
ສິ້ນ ສ ຕິ,negative
ເສ ີຢ,negative
ເສື່ອມ ໂທ ຣມ,negative
ເສື່ອມ ເສ ີຢ,negative
ຫງຸດຫງິດ,negative
ຫນ້າ ດ້ານ,negative
ຫນາວ,negative
ຫມອງ ມັວ,negative
ຫມິ່ນ,negative
ຫ ຢາ ບ,negative
ຫ ຢອກ,negative
ຫວະ,negative
ຫຶງ,negative
ຫັວ ສູງ,negative
ເຫງົາ,negative
ເ ຫີ ້ຢ,negative
ໂຫດ ຣ້າຢ,negative
ໂຫດ ເ ຫີ ້ຢມ,negative
ໄຫມ້,negative
ອ ກ ແຕກ,negative
ອ ້ວກ,negative
ອ້ວນ,negative
ອ໋ອງ,negative
ອ່ອນ ເພ ຼີຢ,negative
ເອນ,negative
ຊ່າ,negative
ຕັດ,negative
ຂ່ມ,negative
ຂ່ມ ຂືນ,negative
ຕາຍ,negative
ຕົກ,negative
ເສ ີຢ,negative
ກົດດັນ,negative
ກັກ,negative
ກດ ຂີ່,negative
ກັກຂັງ,negative
ກ ຣະ ຊາກ,negative
ກະແທກ,negative
ກະທືບ,negative
ກະ ຫຶ່ມ,negative
ກວາດ ຼ້າງ,negative
ຣ້ ອ ງ ໄຫ້,negative
ກຼັວ,negative
ກຼັ່ນ ແກ ຼ້ງ,negative
ເຣ້າ,negative
ຣ້ ອ ງ ໄຫ້,negative
ແພງ,negative
ກຳ ເ ຣິ ບ,negative
ແກວ່ງ,negative
ຂັດໃຈ,negative
ກຼ່າວ ຫາ,negative
ກ້າວ ກ່າ ຢ,negative
ກຳຈັດ,negative
ກັງຂາ,negative
ກອບ ໂກ ຢ,negative
ກວນ,negative
ກວນ ຕີນ,negative
ກັດ,negative
ໂກ ຫກ,negative
ແກ່ງ ແຢ່ງ,negative
ຂ່ມ ຂີ່,negative
ຂ່ມ ຂູ່,negative
ຂວາງ,negative
ຂັດຂືນ,negative
ຂັດຂ້ອງ,negative
ຂັດຂວາງ,negative
ຣ້ ອ ງເ ຣີ ຢນ,negative
ຂັງ,negative
ຂາດ ແຄ ຼນ,negative
ຂາດ ທຸນ,negative
ຂາ ຢ ຊາຕິ,negative
ຂາ ຢ ຂີ້ ຫນ້າ,negative
ຂາ ຢ ຫນ້າ,negative
ຂາ ຼງ,negative
ຂີ້,negative
ຂີດ່າ,negative
ຂີ້ໂມ້,negative
ຂືນ,negative
ຂືນ,negative
ຂູ່,negative
ຂູ່ ເຂ ຽ,negative
ຂູດ ຣີ ດ,negative
ເຂີ ່ຢ,negative
ເຂວີ້ ຢງ,negative
ຄຕ,negative
ຄດ ໂກງ,negative
ຄດງ ອ,negative
ຄຣ ອ ບ ງຳ,negative
ຄຼື່ນ ໄສ້,negative
ຄຼາດ ເຄ ຼື່ ອ ນ,negative
ຄວ່ຳ,negative
ຄະນອງ,negative
ຄັບ,negative
ຄັບຄັ່ງ,negative
ຄັດ,negative
ຄັດຄ້ານ,negative
ຄ້າງ,negative
ຄ້າງຄາ,negative
ຄ້າງຄາໃຈ,negative
ຄາໃຈ,negative
ຄຸກ ເຂ ່າ,negative
ຄຸ້ມ ເກ ຣງ,negative
ຄຸມຂັງ,negative
ຄຸມ ຕັວ,negative
ເຄ ້ນ,negative
ເຄືອງ,negative
ແຄ້ນ,negative
ົ ງົງ,negative
ຈັບກຸມ,negative
ຈຳກັດ,negative
ເຈັບ,negative
ເຈັບໄຂ້,negative
ເຈັບໃຈ,negative
ຊົດໃຊ້,negative
ຊ່ວງ ຊິງ,negative
ຊອກ,negative
ຊະງັກ,negative
ຊັກ,negative
ຊັກ ໃຢ,negative
ຊັງ,negative
ຊ້ຳໃຈ,negative
ຊິງ,negative
ຊິງຊັງ,negative
ຊິງ ດີ ຊິງ ເດ່ ນ,negative
ຊິງ ນຣກ ເກິ ດ,negative
ຊິງ ສຸກ ຫ່າ ມ,negative
ຊິງ ຫມາ ເກິ ດ,negative
ດ້ ອ ຢ,negative
ດັດສັນດານ,negative
ດັບ,negative
ດ່າ,negative
ດ່າ ທ ອ,negative
ດິ້ນ,negative
ດຸ,negative
ດູ ແຄ ຼນ,negative
ດູຖູກ,negative
ດູຫມິ່ນ,negative
ດູຫມິ່ນ ຖິ່ນ ແຄ ຼນ,negative
ເດ າ,negative
ເດືອດ,negative
ເດືອດ ດາ ຼ,negative
ເດືອດ ຣ້ ອ ນ,negative
ແດກ,negative
ແດກດັນ,negative
ໂດນ,negative
ເສ ີຢ,negative
ຕົກ,negative
ຕົກ ງານ,negative
ຕົກໃຈ,negative
ຕັ້ງ ແງ່,negative
ຕາ ຢ ດາບ ຫນ້າ,negative
ຕອບໂຕ້,negative
ຕໍ່ສູ້,negative
ຕະ ຼຸມ ບອນ,negative
ຕັດ ຂາດ,negative
ຕ້ານ,negative
ຕາຍ,negative
ຕາຍ ດ້ານ,negative
ຕຳຫນິ,negative
ຕິ,negative
ຕິ ເຕີ ຢນ,negative
ຕິດເຊື້ອ,negative
ຕິດຂັດ,negative
ຕັດ ພ້ ອ ຕ່ ອ ວ່າ,negative
ຕີ,negative
ຕີກິນ,negative
ຖອນ,negative
ຖີບ,negative
ທ ຣຸດ,negative
ທ່ວມ,negative
ທ້ ອ,negative
ທະ ຼຶ່ງ,negative
ທັກທ້ວງ,negative
ທຸບ,negative
ທຸບຕີ,negative
ເທ,negative
ເທກ ຣະ ຈາດ,negative
ແທງ,negative
ແທງໃຈດຳ,negative
ນອກໃຈ,negative
ເນ ຣ ຄຸ,negative
ບ ກພຣ່ ອ ງ,negative
ບ່ອນ,negative
ບ່ອນ ທຳ ຼາຢ,negative
ບາດ,negative
ບາດຫມາງ,negative
ບານ ປຼາ ຢ,negative
ບິດ,negative
ບິດເບືອນ,negative
ເບນ,negative
ເບື່ອ,negative
ເບື່ອ ຫນ້າ,negative
ໂບ້ ຢ,negative
ປະຈານ,negative
ປະ ຈາ ຣ,negative
ປະຊົດ,negative
ປະທ້ວງ,negative
ປະ ມາກ,negative
ປຼງ,negative
ປຼງ,negative
ປຼ້ນ,negative
ປຼ ອ ມ,negative
ປວດ,negative
ປະທະ,negative
ປາດ,negative
ເປ ຼື ອ ງ,negative
ໂປ໊,negative
ຜຼັກ,negative
ຜັດ,negative
ຜ່າ,negative
ເຜ່ນ,negative
ຫຼ ບ ຫນີ,negative
ຄວາມຂົມຂື່ນ,negative
ຄວາມຂຸ່ນເຄືອງ,negative
ຂ້ອງໃຈ,negative
ຊັ່ວ ຊ້າ,negative
ຄວາມດື້ ອ,negative
ຟຸ້ງ ເຟ ້ ອ,negative
ກ ຣະ ດານ,negative
ແກ່,negative
ເກ ເຣ,negative
ເກິ ນ,negative
ຊ້າ,negative
ວິກ ຕິ,negative
ເຈັບປວດ,negative
ຼຶກຼັ ບ,negative
ຂັດ ແຢ້ງ,negative
ໄຣ ້ ສາ ຣະ,negative
ຄງ ຂາດ,negative
ຄົບ ຊູ້,negative
ກຳ ກວມ,negative
ມືດ,negative
ຮື ອ,negative
ຼຶກຼັ ບ,negative
ກຼຸ້ມ,negative
ນ່າ ກຼັວ,negative
ຂວາງ ໂຼກ,negative
ໄມ ່ ມີທາງ ຣັ ກາ,negative
ສິ້ນຫວັງ,negative
ອ ັມ ພາ ຕ,negative
ສຼດ,negative
ນ່າ ເບື່ອ,negative
ຂຸ່ນ,negative
ໂງ່,negative
ຈັງ ໄຣ,negative
ເຈືອຈາງ,negative
ຕ່ຳ,negative
ຊູ້ສາວ,negative
ດຸດັນ,negative
ດຸ ຣ້າຢ,negative
ທະ ຼຸ,negative
ເບື່ອ,negative
ປຣັມປຣາ,negative
ຕາຂາວ,negative
ຊະງັດ,negative
ຊູ້ສາວ,negative
ຕາຂາວ,negative
ຕ່ຳ,negative
ຕ່ຳ ຕ້ ອ ຢ,negative
ຕິດເຊື້ອ,negative
ບິ່ນ,negative
ບຸ ໋ມ,negative
ເບື່ອ,negative
ປາກ ຫມາ,negative
ປາຣາ ຊິກ,negative
ຜິດ,negative
ຜິດຫວັງ,negative
ເຜັດ ຣ້ ອ ນ,negative
ພີ,negative
ແພງ,negative
ຟາງ,negative
ແຟບ,negative
ມັວ ຫມອງ,negative
ໂມ ເມ,negative
ຢັບ,negative
ຢືດ,negative
ຢຸ່ງເຫຢິງ,negative
ໂຢ້,negative
ຣ້າຍ,negative
ຣິ ບ,negative
ຣຸນ ແຣງ,negative
ຢາກ,negative
ວ່າ ຢາກ,negative
ວິເວກ,negative
ສຼັວ,negative
ສວກ,negative
ສວະ,negative
ສັ້ນ,negative
ສັບ ປຼັ ບ,negative
ເສ ີຢ,negative
ເສື່ອມ ເສ ີຢ,negative
ຫງຸດຫງິດ,negative
ຫນ້າ ດ້ານ,negative
ຫນາວ,negative
ຫມອງ ມັວ,negative
ຫມິ່ນ,negative
ຫ ຢາ ບ,negative
ຫ ຢອກ,negative
ຫ ຣີ ່,negative
ຫຼ ງ,negative
ຫ່ວຢ,negative
ຫວິວ,negative
ຫວະ,negative
ຫຶງ,negative
ຫັວ ສູງ,negative
ເ ຫງ າ,negative
ເຫມນ,negative
ໄມ ່ ເຊື່ອ,negative
ເ ຫີ ້ຢ,negative
ບ ຣຣຼັຢ,negative
ເ ຫີ ຢກ,negative
ເ ຫີ ້ຢມ ໂຫດ,negative
ແຫ ຢ,negative
ໂຫດ ຣ້າຢ,negative
ທຳ ສງຄ ຣາມ,negative
ທຳ ອັນ ຕຣາຢ,negative
ທຳ ເປ ນ ທອງ ໄມ ່ຣູ້ຣ້ ອ ນ,negative
ທຳ ເປ ນເຼ່ນ,negative
ທຳນາຍ,negative
ທຳ ໂດ ຢພຼ ກາ ຣ,negative
ທຳ ເອາ ເຈ ບ,negative
ທິ ້ງ ຂວ້າງ,negative
ທິ ້ງ ໆ ຂວ້າງ ໆ,negative
ໄມ ່ຣູ້ ຄຸ,negative
