text,label
ໃຜຢາກເອົາເງິນເຂົ້າບັນຊີທັກສ່ວນໂຕໄດ້ເດີ,1
ປີກາຍອ້າຍໂຕ້ຕົວະຫລາຍຈົນເລີ່ມລະແວງ,0
ເຊີນເດີ່ທຸກຄົນຮອດເວລາແລ້ວ,2
ແຈ້ງເຖິງສະມາຊິກທຸກທ່ານເຖິງເວລາລວມແລ້ວເດີ້ເຈົ້າ ເລຂາຊາວໜຸ່ມສະຖານທູດເພິ່ນມາຖ້າແລ້ວ,2
ດຽວຜ່ານມາ 40ນາທີແລ້ວ ຍັງບໍ່ເຫັນໃຜຂື້ນມາກຽມຫ້ອງປະຊຸມ,0
ຂ້າພະເຈົ້າຂໍອານຸຍາດບໍ່ໄດ້ເຂົ້າຮ່ວມເກີເພາະມີຮຽນ ແຈ້ງຄະນະເຂົ້າຮ່ວມແທນ,1
ຕອນນີ້ແມ່ນຮອດໂມງລະເດີ້ ໃຫ້ທຸກຄົນຂື້ນມາກະກຽມຫ້ອງປະຊຸມ ຊັ້ນ4 A3 bis ຊ່ວຍກັນເດີ້ເຈົ້າ ເພື່ອຈະໄດ້ແລ້ວໄວໆ ( ຂໍຂອບໃຈ ),1
ມື້ອື່ນ ທີ່30 ເດືອນ03 ປີ 2025 ເວລາ 9ໂມງ ທາງເຮົາຈະໄດ້ມີການກະກຽມຫ້ອງປະຊຸມ ລົບກວນສະມາຊິກທຸກທ່ານ ແລະ ສະມາຊິກທີ່ຖືກແຕ່ງຕັ້ງຮັບຜິດຊອບ ເຂົ້າຮ່ວມກະກຽມງານຊ່ວຍກັນເດີ້ເຈົ້າ ( ຂໍຂອບໃຈ ),1
ສະບາຍດີທຸກຄົນ ມີໃຜຫຼົງຍິບໝວກກັນນັອກເຮົາໄປບໍ່ເຮົາເກາະໄວ້ລົດແລ້ວຫາຍ,1
ຂໍອານຸຍາດກຸ່ມ ຕາມຫາເຈົ້າຂອງລົດລືມກະແຈຄາໄວ້,2
ຂໍຖາມແດ່ ມີໃຜຂາຍເຂົ້າປຽກສຳເລັດຮູບບໍ່?,1
ວັນທີ່ 6 ເດືອນ 3 ຮອດຫວຽດນາມ,1
ສະບາຍດີອ້າຍນ້ອງຜູ້ທີ່ມີລາຍຊື່ລົງສະໝັກຄະນະນັກສຶກຊຸດໃໝ່ມາຫວຽດນາມເບີດທຸກຄົນແລ້ວບໍ?,1
ເອື້ອຍເຮົາຫາເຕົ້າໂຮມນັກສຶກສາລາວໃຫ້ເຮົາແດ່ເດີ ເຮົາເສັງແລ້ວຈຶ່ງໄດ້ເຂົ້າໄປ,1
ຄົນມີລາຍຊື່ໄປເຕົ້າໂຮມຢູ່ C2 ເດີ,1
ດ໋ຽວບອກອາຈານໃຫ້ເນີເເລ້ວຢ່າລືມເຂົ້າລົງທະບຽນຊື່ເເດ່ເນີ,1
ເພງໃດກະໄດ້ ຄີໃດກະໄດ້ ຕາມແຕ່ຝ່າຍຍິງຖະຫນັດກ່ອນ,1
ສະບາຍດີທຸກຄົນ,1
ອີງຕາມການຮຽກຮ້ອງຕ້ອງການອ້າຍນ້ອງນັກສຶກສາ ມລ ເຮົາເຂົ້າຮ່ວມງາມພົບປະອ້າຍນ້ອງສະມາຄົມມິດຕະພາບຫວຽດນາມ-ລາວຄົບຮອບ50ປີ,2
ມລ ເຮົາໃຜສົນໃຈເຂົ້າຮ່ວມເເຈ້ງຂື່ມາເດີຕາງໜ້າ2ຄົນ,1
ຂຽນເເລ້ວມາເກັບເອົາເນີເເອມ,1
ໃຜເປັນເພື່ອນຫລືຮູ້ຈັກລາວຊ່ວຍຕອບດ້ວຍ,1
ຍັງແຕ່ຄົນດຽວລາວທີ່ຍັງບໍ່ໄດ້ຕື່ມ,1
ສະບາຍດີອ້າຍນ້ອງນັກສຶກສາໃໝ່ທີ່ມີຊື່ລຸ່ມນີ້ທາງຄະນະນັກສຶກສາຢາກຢູ່ວ່າແຕ່ລະຄົນພັກຢູ່ຫ້ອງໃດ ອາຄານໃດ ລົບກວນຕອບໃຫ້ແດ່ເດີຂໍຂອບໃຈ,1
ດຽວນ້ອງຕື່ມໃຫ້ເດີ້,1
ໜູ່ຄູຝເພື່ອນຢູ່ຫ້ອວພັກດຽວກັນກະຊ່ວຍບອກໃຫ້ແດ່,1
ທ່ານສາມາດຕື່ມຂໍ້ໄດ້ຕາມລີ້ງນີ້ເລີຍ,1
ມອບໃຫ້ປະທານໃຫມ່ເນີ,1
ຢ່າລືມເວລາ 18:00 ໂມງເປັນຕົ້ນໄປທີ່ຮ້ານອາຫານ Quán Bách khoa (ຂ້າງເດີ່ນບານ Bách khoa),1
ທຸກຄົນສາມາດໂອນເງິນ ຜ່ານ qr ທາງດ້ານລຸ່ມນີ້ ຫລື ໃຜບໍ່ສະດວກໂອນ ກໍສາມາດ ເອົາໃຫ້ນ້ອງ ພາຍໃນງານ ໄດ້ເລີຍເດີຂໍຂອບໃຈ,1
ອ້າຍເອື້ອຍນ້ອງເຮົາໃຜຍັງບໍ່ໄດ້ໂຫວດຮີບໂຫວດເດີໃກ້ຊິໝົດເວລາແລ້ວ,1
ກະເບິ່ງໂຕຈິງຖ້າວ່າງົບເຮົາຍັງຫຼາຍມີພໍໃຊ້ກະບໍ່ຈຳເປັນເກັບອີກ,1
ເກັບເງີນເພື່ອຈັດງານສາມັກຄີນີ້ບໍ່,1
ອ້າຍເອື້ອຍນ້ອງ ມລ ເຮົາເຫັນດີນຳບໍ່?,1
ສະບາຍດີທຸກຄົນ ສຳລັບໃຜທີ່ຍັງບໍ່ທັນຕື່ມຂໍ້ມູນຕົນເອງແມ່ນໃຫ້ຮີບຮ້ອນຕື່ມເດີ ທາງທູດເພິ່ນຖາມນຳແລ້ວ,1
ດ່ວນໆແຂກມາແລ້ວ,0
ອ້າຍທົງບອກໄປເອົາເງິນເດືອນເດີອ້າຍໆຜູ້ຫາກໍ່ຈົບ,2
ກິນທອມຈຶ່ງມາປະຊຸມຫວາ,0
ຄັນມັນບໍ່ໄປ ມັນຊິຈ່າຍຄ່າເດີ່ນ,0
ບັກຫ່າມາໃຫມ່ມັນຊິໄປເຕະນຳເດີ,2
ຊາດ ສາດສະໜາ ມະຫາໄລສັບພະ,2
Barca ກາກ,2
ລາວລືມ,1
ບັກວາດຢາກເຂົ້າໄປແຈມນຳ,1
ຊື້ຢູ່ບໍບານ,1
ຢ່າລືມໄປເຮັດເຈ້ຍຍົກຍ້າຍຊາວໝຸ່ມເດີ,1
ເອົາເງີນທ້ອນມາເລີຍ350.000,1
ມັນເຂົ້າມາໃນບ້ານແລ້ວ,1
ດຽວທາງເຮົາຈະຮີບດໍາເນີນງານ,2
ຢູ່ແຖວໜ້າບ້ານ,1
ປະກາດ ຕາມຫາຄົນຫາຍ ຕອນນີ້ ທາງຄອບຄົວເພີ່ນເປັນຫ່ວງແຮງ ຖ້າໃຜພົບເຫັນ ກະລຸນາ ຕິດຕໍ່ ເບີ 911,1
ເຈນາຍເອົາມາຈາກໄຫນ,1
ເຮີຍ ກູວ່າບໍ່ແມ່ນລະ,1
ມຶງຕ້ອງໃສ່ nigga ດິວະ,0
ທັງງາມ ທັງໂຫດ,2
ສຸກສັນປີໃໝ່ທຸກຄົນ,2
ຂໍໃຫ້ເປັນປີທີ່ດີທີ່ດີ,2
ຂໍໃຫ້ມີແຕ່ຄວາມສຸກກາຍສະບາຍໃຈ,2
ຂໍໃຫ້ມີສຸຂະພາບແຂງແຮງຂື້ນເລື້ອຍໆ,2
ຂໍໃຫ້ມີໂຊກມີລາບ,2
ຂໍໃຫ້ການງານດີຂື້ນໆ,2
ຂໍໃຫ້ລ້ຳໆລວຍໆ,2
ສະບາຍດີປີໃຫມ່ສາກົນເດີ້,2
ຕື່ນແຕ່ເຊົ້າເລີ່ມຕົ້າປີ2025 ໄປເອົາເງີນເດືອນກ່ອນເດີ,2
ປີໃຫ່ມແຕ່ກະໂສດຄືເກົ່າເດີ,0
ຈັດໄປນ້ອງດາດ້າສຸດງາມຈຸງເຕີມ,2
ໂຕໂຕ້ວຽງບໍລິການລ້າງຫ້ອງຫຸ້ນສວ່ນເຊ່ຍເນັ່ງ ບໍລິການ24h,2
ເຊ່ຍເນັ່ງຮັບເໝົາລ້າງຫ້ອງ ອານາໄມຄົບວົງຈອນ ໃຜກິນເບຍແລ້ວ ແຕ່ຍັງເມົາຄ້າງ ສົນໃຈໃຊ້ບໍລີການໄດ້ເດີ.,2
ສຳລັບໃຜທີ່ຕື່ນແລ້ວລົງໄປເອົາເງິນເດືອນເດີ,2
ຟັງບໍ່ຮູ້ເລື່ອງ,0
ນ້ອງຂໍອະນຸຍາດກຸ່ມ ໝຶກກຸບໝ່າລ່າຖົງລະ 55.000ດົ້ງ,1
ໃຜມີແຈ່ວ ຂາຍແນ່ບໍ່,1
ມີເຫຼົ້າ ກົງສະເດັນຄ້າງສາງ 6ແກ້ວນ້ອຍ ໃຜສົນໃຈ ທັກໄດ້ເດີ,1
ອ້າຍນ້ອງໃໍຊ້ໄຟຫຼາຍກຽມຮັບຊັບເດີ,0
ນ້ອງເຫັນມີລົດນ້ຳມັນຮົ່ວ ຄ້າຍໆລົດເອັມ ບໍ່ແນ່ໃຈ ແມ່ນລົດໃຜລົງໄປເບິ່ງແນ່ເດີ,0
ຂໍຖາມແດ່ ອ້າຍນ້ອງເຮົາມີໃຜຂາຍເສັ້ນເຂົ້າປຽກບໍ່,1
ສະບາຍດີ ເດືອນທັນວາ,1
ຜ້າແພຕາກະໂລຂອງອ້າຍລຳມະໂນມີໃຜເຫັນບໍ,1
ທີໃຜເຫັນຖົງຜ້າແພຕາກະໂລບໍ,1
ອຸປະກອນຂອງສະມາຊິກໃດ໋ລົງມາເອົາແດ່ເດີ,1
ຂໍແຮງງານອ້າຍນ້ອງຊາຍ,1
ເຮົາປະໄວ້ຢູ່ຈ້ອງໃຫຍ່ເນີ ຖ້າຕ້ອງການລົງມາເອົາເລີຍເດີ,2
ມື້ອື່ນກ່ອນເດີອ້າຍຈັງວ່າກັນ,1
ສອງຄົ້ນນີ້ຍັງບໍ່ທັນໃດ້ຂໍໄບຍົກຍ້າຍຊາວໜຸ່ມຈາກໂຮງຮຽນ,1
ອ້າຍບໍ່ລອງຖາມຄະນະເກົ່າເບີ່ງ,1
ເພາະບາງສ່ວນກະເຈົ້າໃດ້ສົ່ງເເນ່ເເລ້ວ,1
ເງີນນ້ອງເກັບໃດ້ເເລ້ວເດີ,1
ນ້ອງຄີດວ່າມື້ນີ້ມີຮຽນເເທ້ລະບໍ່ມີນ້ອງເລີຍຊິນອນຕໍ່,2
ອ້າຍຮູ້ຮ້ານເເປງໂທລະສັບບໍ,1
ລຸ້ນວີໂວອ້າຍວ່າຮອດລ້ານບໍ,1
ໃດ້ເລີຍບໍ,1
ຮຽນຢູ່ຫ້ອງກະໄດ້,1
ຂໍທະນາຄານງ່າຍໆບໍ່ຫຍຸ້ງຍາກ,1
ໄດ້ຍີນວ່າສາມາດຊື້ຢູ່ທືວຽ້ນໃດ້,1
ຕອນເເລງຈັດງານຢູ່ຮ້ານໄດເກາະ,1
ກຸ່ມເເບັກຄົວເຮົານະອ້າຍບໍ່ໄດ້ຢູ່ບໍ,1
ເຂົາຄືບໍ່ໄຫ້ລາຍລະອຽດເເຈ້ງໆເເນ່,0
ຍ່າງໄປໃສຄົນດຽວ,1
ຫໍພັກຂອງຄົນຫວຽດບໍ,1
ຂອບໃຈຫລາຍໆ,2
ເຫັນຢູ່ໃສ,1
ດຽວກັບຫວຽດມາແລ້ງຊິລ້ຽງເຂົ້າເດີ້,2
ເອົາຫມວດມານຳຕີ້,1
ມື້ນິເມືອຍໆແນ່ມື້ອື່ນຄືຊິຕື່ນສວຍ,1
ກິນເຂົ້າລະ,1
ຮັບປະກັນສິນຄ້າຈິງ ງາມຕົງປົກ 𝟏𝟎𝟎%,2
ເອື້ອຍໄດ້ຮັບເງິນຄັງຈາກຄະນະຊາວໜຸ່ມຊຸດເກົ່າເປັນຈໍານວນເງິນ 2.000.000kip ແລ້ວເດີ້,2
ມື້ອື່ນກາມີຮຽນ,1
ໂອເຄຄ,1
ໝໍ້ມີບັນຫາໃຊ່ງານບໍ່ໄດ້,1
ໄດ້ມາກິນເຂົ້າບໍ,1
ກຳລັງຈະອອກໄປ,1
ຖ້າຢູ່ໜ້າຫໍເລີຍຍຍ,2
ດ໋ຽວວອອກໄປ,1
ການຈັດສົ່ງໄວ ການຫຸ້ມຫໍ່ທີ່ແຂງແຮງ ຂ້ອຍຍັງບໍ່ໄດ້ກວດເບິ່ງສິນຄ້າຢ່າງລະອຽດເທື່ອ ຫວັງວ່າມັນຈະດີ,2
ມາພ້ອມກັບກະເປົ໋າຫມີ strawberry. ເບິ່ງແລ້ວຍັງບໍ່ຮູ້ຫຼາຍ haha. ແຕ່ຖ້າທ່ານຕິດມັນກັບປາຍສາຍທີ່ສະອາດ ມັນຈະຍັງຄົງຖືກປ້ອງກັນ.,2
ກຣະຈຸກກຣະຈິກ,0
ກຣະດານ,0
ແກ່,0
ເກຣີຢນ,0
ເກເຣ,0
ເກິນ,0
ຂວາງໂຼກ,0
ຂຸ່ນ,0
ງອແງ,0
ໂງ່,0
ຈັງໄຣ,0
ຈັຽໄຣ,0
ເຈືອ,0
ເຈືອຈາງ,0
ຕ່ຳ,0
ຕ່ຳຕ້ອຢ,0
ฉູດฉາດ,0
ຊັ່ວ,0
ຊູ້ສາວ,0
ຊ້ຳ,0
ຊຳຊ້ອນ,0
ຊ້ຳຣ້າຢ,0
ດຸດັນ,0
ຕກມ້າຕາຢ,0
ທຣາມ,0
ທະຼຸ,0
ທຸເຣศ,0
ເທີຢມ,0
ນັກເຼງ,0
ເບື່ອ,0
ປຣັມປຣາ,0
ຕອແຫຼ,0
ຕາຂາວ,0
ເฉື່ອຢ,0
ຊະງັດ,0
ຊູ້ສາວ,0
ຊໍ້າໍຊອນ,0
ທໍາຮ້າຍ,0
ດື້ອ,0
ຕາຂາວ,0
ຕ່ຳ,0
ຕ່ຳຕ້ອຢ,0
ຕິດເຊື້ອ,0
ເຕີ້ຢ,0
ຖວັຼ,0
ທຣາມ,0
ທະຼຸ,0
ທື່ອ,0
ທຸເຣศ,0
ເທ็ຈ,0
ເທີຢມ,0
ນ້ອຢ,0
ນັກເຼງ,0
ນ່າຢ,0
ບິ່ນ,0
ບຸ໋ມ,0
ເບີ່ຢງ,0
ເບື່ອ,0
ປ້ອ,0
ປາກເສີຢ,0
ປາກຫມາ,0
ປາຣາຊິກ,0
ເປ็ນຼມ,0
ເປຼ່າເປຼີ່ຢວ,0
ເປື່ອຢ,0
ແປຣ່ງ,0
ຜຣຸສ,0
ຜິດ,0
ຜິດຫວັງ,0
ເຜ็ດຣ້ອນ,0
ເຜຼ,0
ແຜຼງ,0
ພດ,0
ພຼ່ານ,0
ພິກາຣ,0
ພີ,0
ຟກ,0
ເພີ້ຢນ,0
ແພງ,0
ຟກ,0
ຟາງ,0
ແຟບ,0
ມັວຫມອງ,0
ໂມເມ,0
ຢັບ,0
ຢືດ,0
ຢຸ່ງເຫຢິງ,0
ໂຢ້,0
ຣກເຣື້ອ,0
ຣ່ອແຣ່,0
ຣັດກຸມ,0
ຣ້າຢ,0
ຣ້າຢກາຈ,0
ຣິບ,0
ຣຸນແຣງ,0
ຣຸກຣຸຢ,0
ຣຸ່ຢຣ່າຢ,0
ຼ້ມ,0
ຼັກ,0
ຼ້າສມັຢ,0
ຼຳບາກ,0
ຼ້ຳ,0
ເຼວ,0
ໂຼເຼ,0
ວ່າຢາກ,0
ວິປໂຢຄ,0
ວິປຣະໂຢຄ,0
ວິເວກ,0
ສຼັວ,0
ສວກ,0
ສວະ,0
ສະເຫຼ່ອ,0
ສັ້ນ,0
ສັນຫຼັງຢາວ,0
ສັບປຼັບ,0
ສັພເພເຫຣະ,0
ສິ້ນສຕິ,0
ສູຽ,0
ເສີຢ,0
ເສື່ອມໂທຣມ,0
ເສື່ອມເສີຢ,0
ໂສໂຄຣກ,0
ໂສມມ,0
ຫງຸດຫງິດ,0
ຫນ້າດ້ານ,0
ຫນາວ,0
ຫມອງມັວ,0
ຫມິ່ນ,0
ຫຢາບ,0
ຫຢອກ,0
ຫຣີ່,0
ຫຼງ,0
ຫ່ວຢ,0
ຫວິວ,0
ຫວະ,0
ຫຶງ,0
ຫັວສູງ,0
ເຫງາ,0
ເຫມ็ນ,0
ເຫີ້ຢ,0
ເຫີຢກ,0
ເຫີ້ຢມໂຫດ,0
ແຫຢ,0
ໂຫດຣ້າຢ,0
ໂຫດເຫີ້ຢມ,0
ໄຫມ້,0
ອກຕັຽຽູ,0
ອກແຕກ,0
ອຼັຊຊີ,0
ອ້ວກ,0
ອ້ວນ,0
ອ໋ອງ,0
ອ່ອນເພຼີຢ,0
ອື້ອฉາວ,0
ເອນ,0
ຊ່າ,0
ຕັດ,0
ຂ່ມ,0
ຂ່ມຂືນ,0
ຂໂມຢ,0
ຕາຢ,0
ຕກ,0
ຼ້ມ,0
ເສີຢໃຈ,0
ກດດັນ,0
ກັກ,0
ກດຂີ່,0
ກັກຂັງ,0
ກຣະຊາກ,0
ກຣະວນກຣະວາຢ,0
ກຣະແທກ,0
ກຣະທືບ,0
ກ່ອກວນ,0
ກ່ອກຣຣມທຳເຂ็ຽ,0
ກຣະທຳຊຳເຣາ,0
ກຣະທຳອນາຈາຣ,0
ກຣະແທກກຣະທັ້ນ,0
ກຣະຕຸກຫນວດເສືອ,0
ກຣະອັກ,0
ກຣະຫຶ່ມ,0
ກຣິ່ງໃຈ,0
ໂກຫກ,0
ກຣາດເກຣີ້ຢວ,0
ກວາດຼ້າງ,0
ກຣຣໂຊກ,0
ກດຣາຄາ,0
ຣ້ອງໄຫ້,0
ກຼັວ,0
ກຼັ່ນແກຼ້ງ,0
ເศຣ້າ,0
ຣ້ອງໄຫ້,0
ແພງ,0
ກຳເຣິບ,0
ແກວ່ງ,0
ຂັດໃຈ,0
ກຼ່າວຫາ,0
ກ້າວກ່າຢ,0
ກຳຈັດ,0
ກັງຂາ,0
ກອບໂກຢ,0
ກວນ,0
ກວນຕີນ,0
ກັດ,0
ກັງວຼ,0
ເກຣ็ງ,0
ເກຣງກຼັວ,0
ເກຣງໃຈ,0
ເກຼີຢດ,0
ເກຼື່ອນ,0
ໂກຫກ,0
ແກ່ງແຢ່ງ,0
ຂ່ມຂວັຽ,0
ຂ່ມຂີ່,0
ຂ່ມຂູ່,0
ຂວາງ,0
ຂັດຂືນ,0
ຂັດຂ້ອງ,0
ຂັດຂວາງ,0
ຣ້ອງເຣີຢນ,0
ຂັງ,0
ຂາດແຄຼນ,0
ຂາດທຸນ,0
ຂາຢຊາຕິ,0
ຂາຢຂີ້ຫນ້າ,0
ຂາຢຫນ້າ,0
ຂາຼງ,0
ຂີ້,0
ຂີດฆ່າ,0
ຂີ້ໂມ້,0
ຂືນ,0
ຂືນໃຈ,0
ຂູ່,0
ຂູ່ເຂ็ຽ,0
ຂູດຣີດ,0
ເຂີ່ຢ,0
ເຂວີ້ຢງ,0
ຄຕ,0
ຄດໂກງ,0
ຄດງອ,0
ຄຣອບງຳ,0
ຄຼື່ນໄສ້,0
ຄຼາດເຄຼື່ອນ,0
ຄວ້ານ້ຳເຫຼວ,0
ຄວ່ຳ,0
ຄວ່ຳບາຕຣ,0
ຄອຣ໌ຣັປຊັນ,0
ຄະນອງ,0
ຄັບ,0
ຄັບຄັ່ງ,0
ຄັດ,0
ຄັດຄ້ານ,0
ຄ້າງ,0
ຄ້າງຄາ,0
ຄ້າງຄາໃຈ,0
ຄາໃຈ,0
ຄຸກເຂ່າ,0
ຄຸ້ມເກຣງ,0
ຄຸມຂັງ,0
ຄຸມຕັວ,0
ເຄ້ນ,0
ເຄຣ່ງ,0
ເຄຣ່ງເຄຣີຢດ,0
ເຄຣາະຫ໌ซ້ຳກຣຣມซັດ,0
ເຄືອງ,0
ແຄ້ນ,0
ໃຄຣ່ຄຣວຽ,0
ฆ່າແກງ,0
ฆາຕ,0
ฆ່າຕັດຕອນ,0
ฆ່າຟັນ,0
ฆ່າໄມ່ຕາຢຂາຢໄມ່ຂາດ,0
ฆ່າຢກຄຣັວ,0
ฆ່າຼ້າງໂຄຕຣ,0
ເฆີ່ຢນ,0
ງງ,0
ງງງວຢ,0
ງກ,0
ງດ,0
ເງີ່ຢນ,0
ຈນ,0
ຈມ,0
ຈຳໂซ່,0
ຈິກ,0
ຈຳນຳ,0
ຈິຕຕກ,0
ຈັບກຸມ,0
ຈຳກັດ,0
ເຈ็ບ,0
ເຈ็ບໄຂ້,0
ເຈ็ບໃຈ,0
ฉ້ອ,0
ฉີ່,0
ฉີກ,0
ຊກ,0
ຊດໃຊ້,0
ຊ່ວງຊິງ,0
ຊ็ອກ,0
ຊະງັກ,0
ຊະຼອ,0
ຊັກ,0
ຊັກກຣະຕຸກ,0
ຊັກໃຢ,0
ຊັງ,0
ຊ້ຳໃຈ,0
ຊິງ,0
ຊິງຊັງ,0
ຊິງດີຊິງເດ່ນ,0
ຊິງນຣກເກິດ,0
ຊິງສຸກກ່ອນຫ່າມ,0
ຊິງຫມາເກິດ,0
ซ່ອນ,0
ซຶມ,0
ซຶມซາບ,0
ซ້ຳເຕິມ,0
ซຸກ,0
ซຸກซ່ອນ,0
ແซວ,0
ແซະ,0
ໄซ້,0
ເณຣຄຸณ,0
ດ້ອຢ,0
ດັດສັນດານ,0
ດັບ,0
ດ່າ,0
ດ່າທອ,0
ດິ້ນ,0
ດື້ອ,0
ດຸ,0
ດູແຄຼນ,0
ດູຖູກ,0
ດູຫມິ່ນ,0
ດູຫມິ່ນຖິ່ນແຄຼນ,0
ເດາ,0
ເດືອດ,0
ເດືອດດາຼ,0
ເດືອດຣ້ອນ,0
ແດກ,0
ແດກດັນ,0
ໂດນ,0
ໄດ້ເສີຢ,0
ຕກ,0
ຕກງານ,0
ຕກໃຈ,0
ຕກນຣກທັ້ງເປ็ນ,0
ຕກຫຼຸມ,0
ຕກຫຼຸມພຣາງ,0
ຕັ້ງແງ່,0
ຕາຢດາບຫນ້າ,0
ຕຣມ,0
ຕບ,0
ຕບຕາ,0
ຕຣາຫນ້າ,0
ຕ່ອຕ້ານ,0
ຕອບໂຕ້,0
ຕ່ອຢ,0
ຕ່ອສູ້,0
ຕອແຫຼ,0
ຕະຼຸມບອນ,0
ຕັດຂາດ,0
ຕ້ານ,0
ຕາຢ,0
ຕາຢດ້ານ,0
ຕາຼາຢ,0
ຕຳຫນິ,0
ຕິ,0
ຕິເຕີຢນ,0
ຕິດເຊື້ອ,0
ຕິດຂັດ,0
ຕັດພ້ອ,0
ຕັດພ້ອຕ່ອວ່າ,0
ຕີ,0
ຕີກິນ,0
ຖອນ,0
ຖີບ,0
ທຣຢศ,0
ຖຶງฆາຕ,0
ທຣຸດ,0
ທ່ວມ,0
ທ້ອ,0
ທະຼຶ່ງ,0
ທັກທ້ວງ,0
ທຸບ,0
ທຸບຕີ,0
ເທ,0
ເທກຣະຈາດ,0
ແທງ,0
ແທງໃຈດຳ,0
ນອກໃຈ,0
ເນຣຄຸณ,0
ບກພຣ່ອງ,0
ບດ,0
ບ່ນ,0
ບ່ອນ,0
ບ່ອນທຳຼາຢ,0
ບາດ,0
ບາດຫມາງ,0
ບານປຼາຢ,0
ບິດ,0
ບິດເບືອນ,0
ເບນ,0
ເບີຢດ,0
ເບີຢດເບີຢນ,0
ເບື່ອ,0
ເບື່ອຫນ້າ,0
ໂບ້ຢ,0
ປฏິເສธ,0
ປດ,0
ປນ,0
ປຣະຈານ,0
ປຣະຈາຣ,0
ປຣະຊດ,0
ປຣະຊດປຣະຊັນ,0
ປຣະณາມ,0
ປຣະທ້ວງ,0
ປຣະມາທ,0
ປຣັບ,0
ປຣາບ,0
ປຣາບປຣາມ,0
ປຼງໃຈ,0
ປ່ວຢ,0
ປຼງຊີວິຕ,0
ປຼງ,0
ປຼ້ນ,0
ປຼ້ນສະດມ,0
ປຼອມ,0
ປຣຳ,0
ປວດ,0
ປຼອມປນ,0
ປະທະ,0
ປະປນ,0
ປາດ,0
ເປ็ນຼມ,0
ເປຼືອງ,0
ໂປ໊,0
ຜຼັກ,0
ຜັດ,0
ຜັດວັນປຣະກັນພຣຸ່ງ,0
ຜ່າ,0
ເຜ່ນ,0
ຼືມ,0
ຫຼບຫນີ,0
ຄວາມຂມຂື່ນ,0
ຄວາມຂມຸກຂມັວ,0
ຄວາມຂຸ່ນເຄືອງ,0
ຄວາມຂ້ອງໃຈ,0
ຄວາມฉິບຫາຢ,0
ຄວາມຊັ່ວຊ້າ,0
ຄວາມซ້ຳซ້ອນ,0
ຄວາມດື້ອ,0
ຄວາມທຣຸດໂທຣມ,0
ຟຸ່ມເຟືອຢ,0
ຟຸ້ງເຟ້ອ,0
ກຣະຈຸກກຣະຈິກ,0
ກຣະດານ,0
ແກ່,0
ເກຣີຢນ,0
ຄຼຸມເຄຣືອ,0
ຄຼຸມຖຸງຊນ,0
ເກເຣ,0
ເກິນ,0
ຊ້າ,0
ວິກฤຕິ,0
